country_name,continent,country_pk,language_pk,pk,jsondata,id,name,description,markup_description,latitude,longitude,version
Afghanistan,Asia,1,111,111,,ish,Ishkashmi,,,37.0,72.0,1
Afghanistan,Asia,1,209,209,,rsh,Shughni,,,38.1666666667,71.5,1
Afghanistan,Asia,1,353,353,,ktz,Kati (in Afghanistan),,,35.5,70.0,1
Afghanistan,Asia,1,616,616,,wgl,Waigali,,,35.0,71.25,1
Afghanistan,Asia,1,791,791,,dri,Dari,,,35.0,66.0,1
Afghanistan,Asia,1,1018,1018,,blc,Baluchi,,,28.0,62.0,1
Afghanistan,Asia,1,1417,1417,,pra,Prasuni,,,35.5,71.0,1
Afghanistan,Asia,1,1422,1422,,sav,Savi,,,35.0,71.5,1
Afghanistan,Asia,1,1666,1666,,wak,Wakhi,,,36.5,72.0,1
Afghanistan,Asia,1,1875,1875,,mog,Moghol,,,35.0,62.0,1
Afghanistan,Asia,1,2282,2282,,uzb,Uzbek,,,39.0,66.0,1
Afghanistan,Asia,1,2303,2303,,psh,Pashto,,,33.0,67.0,1
Albania,Europe,2,2374,2374,,alb,Albanian,,,41.0,20.0,1
Algeria,Africa,3,33,33,,bou,Berber (Wargla),,,31.9166666667,5.33333333333,1
Algeria,Africa,3,287,287,,bmz,Berber (Mzab),,,32.5,3.5,1
Algeria,Africa,3,1020,1020,,bch,Berber (Chaouia),,,35.0,7.0,1
Algeria,Africa,3,1584,1584,,ams,Arabic (Modern Standard),,,25.0,42.0,1
Algeria,Africa,3,1757,1757,,kbl,Kabyle,,,36.5,5.0,1
Algeria,Africa,3,1780,1780,,tug,Tuareg (Ahaggar),,,23.0,6.0,1
Algeria,Africa,3,1826,1826,,brf,Berber (Rif),,,34.5,-4.0,1
American Samoa,Australia & Oceania,4,2304,2304,,sam,Samoan,,,-13.916666666700001,-171.83333333299998,1
Angola,Africa,5,486,486,,yak,Yaka,,,-7.0,17.5,1
Angola,Africa,5,620,620,,xun,!Xun (Ekoka),,,-19.6666666667,18.0,1
Angola,Africa,5,1127,1127,,luc,Lucazi,,,-14.0,20.0,1
Angola,Africa,5,1282,1282,,umb,UMbundu,,,-12.5,15.0,1
Angola,Africa,5,1648,1648,,kxo,Kxoe,,,-17.5,22.5,1
Angola,Africa,5,1724,1724,,kwn,Kwangali,,,-18.0,19.5,1
Angola,Africa,5,2003,2003,,ndo,Ndonga,,,-18.0,17.0,1
Angola,Africa,5,2450,2450,,juh,Ju|'hoan,,,-19.0,21.0,1
Angola,Africa,5,2460,2460,,luv,Luvale,,,-12.0,22.0,1
Angola,Africa,5,2596,2596,,kwy,Iwoyo,,,-5.5,12.25,1
Angola,Africa,5,2597,2597,,sku,Suku,,,-6.0,17.6666666667,1
Argentina,South America,6,372,372,,lsa,Lengua de Señas Argentina,,,-34.0,-63.0,1
Argentina,South America,6,497,497,,alc,Allentiac,,,-31.0,-68.0,1
Argentina,South America,6,710,710,,lul,Lule,,,-28.0,-64.0,1
Argentina,South America,6,858,858,,atm,Atacameño,,,-23.0,-69.0,1
Argentina,South America,6,868,868,,crt,Chorote,,,-22.5,-62.5,1
Argentina,South America,6,921,921,,crg,Chiriguano,,,-23.6666666667,-64.3333333333,1
Argentina,South America,6,1571,1571,,teh,Tehuelche,,,-48.0,-68.0,1
Argentina,South America,6,1595,1595,,gku,Gününa Küne,,,-41.0,-67.0,1
Argentina,South America,6,1626,1626,,tob,Toba,,,-26.5,-59.0,1
Argentina,South America,6,1813,1813,,pga,Pilagá,,,-25.0,-60.0,1
Argentina,South America,6,2677,2677,,mcv,Mocoví,,,-28.0,-60.5,1
Argentina,South America,6,2305,2305,,sel,Selknam,,,-53.0,-70.0,1
Argentina,South America,6,2339,2339,,abi,Abipón,,,-29.0,-61.0,1
Argentina,South America,6,2469,2469,,wch,Wichí,,,-22.5,-62.5833333333,1
Armenia,Asia,7,2391,2391,,arm,Armenian (Eastern),,,40.0,45.0,1
Australia,Australia & Oceania,8,17,17,,arr,Arrernte,,,-24.0,134.0,1
Australia,Australia & Oceania,8,51,51,,dda,Dhuwal (Dätiwuy),,,-12.166666666700001,136.25,1
Australia,Australia & Oceania,8,67,67,,gml,Gamilaraay,,,-29.8333333333,149.5,1
Australia,Australia & Oceania,8,94,94,,gmt,Gumatj,,,-12.5,135.5,1
Australia,Australia & Oceania,8,137,137,,kij,Kitja,,,-17.5,127.75,1
Australia,Australia & Oceania,8,177,177,,mdb,Mudburra,,,-17.3333333333,132.08333333299998,1
Australia,Australia & Oceania,8,187,187,,ngy,Ngarinyman,,,-16.5,130.5,1
Australia,Australia & Oceania,8,198,198,,pak,Pakanha,,,-14.5,142.41666666700002,1
Australia,Australia & Oceania,8,278,278,,aus,Auslan,,,-30.0,145.0,1
Australia,Australia & Oceania,8,281,281,,bca,Bandjalang (Casino),,,-28.9166666667,153.0,1
Australia,Australia & Oceania,8,306,306,,clc,Colac,,,-38.3333333333,143.5,1
Australia,Australia & Oceania,8,325,325,,gji,Gurindji,,,-17.6666666667,130.66666666700002,1
Australia,Australia & Oceania,8,355,355,,kaq,Kaurna,,,-34.25,138.5,1
Australia,Australia & Oceania,8,370,370,,lrd,Lardil,,,-16.5,139.33333333299998,1
Australia,Australia & Oceania,8,419,419,,nlu,Ngarluma,,,-20.8333333333,117.5,1
Australia,Australia & Oceania,8,424,424,,nju,Nyungar,,,-33.75,122.0,1
Australia,Australia & Oceania,8,461,461,,toy,Tasmanian (Oyster Bay to Pitwater),,,-42.5,147.75,1
Australia,Australia & Oceania,8,484,484,,wgu,Warrongo,,,-18.0,145.0,1
Australia,Australia & Oceania,8,491,491,,yyo,Yorta Yorta,,,-36.0,146.0,1
Australia,Australia & Oceania,8,511,511,,bnl,Banggarla,,,-32.0,137.0,1
Australia,Australia & Oceania,8,537,537,,gny,Gunya,,,-26.5,146.5,1
Australia,Australia & Oceania,8,553,553,,lla,Lamu-Lamu,,,-14.833333333299999,144.5,1
Australia,Australia & Oceania,8,610,610,,thp,Thaypan,,,-14.833333333299999,143.16666666700002,1
Australia,Australia & Oceania,8,671,671,,dhu,Dhurga,,,-35.6666666667,150.0,1
Australia,Australia & Oceania,8,678,678,,glp,Gaalpu,,,-12.666666666700001,136.75,1
Australia,Australia & Oceania,8,714,714,,mnj,Mantjiltjara,,,-22.6666666667,125.083333333,1
Australia,Australia & Oceania,8,716,716,,mwa,Martu Wangka,,,-21.5,126.0,1
Australia,Australia & Oceania,8,718,718,,myy,Mayi-Yapi,,,-20.0,141.0,1
Australia,Australia & Oceania,8,763,763,,wlw,Warluwara,,,-22.0,138.5,1
Australia,Australia & Oceania,8,770,770,,wwr,Woiwurrung,,,-37.5,145.5,1
Australia,Australia & Oceania,8,774,774,,ylb,Yulparija,,,-21.0,124.0,1
Australia,Australia & Oceania,8,808,808,,kfc,Kriol (Fitzroy Crossing),,,-18.1666666667,125.583333333,1
Australia,Australia & Oceania,8,809,809,,knq,Kriol (Ngukurr),,,-14.833333333299999,135.0,1
Australia,Australia & Oceania,8,811,811,,kjn,Kunjen,,,-16.5,142.5,1
Australia,Australia & Oceania,8,821,821,,ngr,Ngarinyeri,,,-36.0,140.0,1
Australia,Australia & Oceania,8,823,823,,nyr,Nyangumarda,,,-20.0,121.0,1
Australia,Australia & Oceania,8,841,841,,tsm,Tasmanian,,,-42.1666666667,146.5,1
Australia,Australia & Oceania,8,846,846,,tye,Tyeraity,,,-13.0,130.33333333299998,1
Australia,Australia & Oceania,8,859,859,,bwa,Bandjalang (Waalubal),,,-29.0833333333,152.58333333299998,1
Australia,Australia & Oceania,8,886,886,,mir,Miriwung,,,-15.666666666700001,129.0,1
Australia,Australia & Oceania,8,896,896,,pin,Pintupi,,,-23.0,129.0,1
Australia,Australia & Oceania,8,906,906,,yyg,Yaygir,,,-29.6666666667,153.0,1
Australia,Australia & Oceania,8,916,916,,bnr,Bilinarra,,,-16.0,131.66666666700002,1
Australia,Australia & Oceania,8,918,918,,bro,Broken,,,-10.1666666667,143.0,1
Australia,Australia & Oceania,8,949,949,,rmb,Rembarnga,,,-12.833333333299999,134.58333333299998,1
Australia,Australia & Oceania,8,963,963,,wlm,Walmatjari,,,-19.5,125.75,1
Australia,Australia & Oceania,8,964,964,,wn,Wik Ngathana,,,-13.916666666700001,141.5,1
Australia,Australia & Oceania,8,966,966,,ynk,Yankuntjatjara,,,-27.0,132.0,1
Australia,Australia & Oceania,8,1028,1028,,dhw,Dharawal,,,-34.5,150.5,1
Australia,Australia & Oceania,8,1029,1029,,dhb,Dharumbal,,,-22.75,150.5,1
Australia,Australia & Oceania,8,1041,1041,,mrr,Maringarr,,,-14.25,130.0,1
Australia,Australia & Oceania,8,1045,1045,,nkk,Nakkara,,,-12.1166666667,134.41666666700002,1
Australia,Australia & Oceania,8,1055,1055,,wrb,Warrnambool,,,-38.25,142.5,1
Australia,Australia & Oceania,8,1076,1076,,krj,Karadjeri,,,-19.0,122.0,1
Australia,Australia & Oceania,8,1096,1096,,wag,Wagiman,,,-14.0,131.25,1
Australia,Australia & Oceania,8,1119,1119,,kmw,Kamu,,,-13.583333333299999,130.83333333299998,1
Australia,Australia & Oceania,8,1128,1128,,mdl,Matngele,,,-13.833333333299999,130.41666666700002,1
Australia,Australia & Oceania,8,1150,1150,,wor,Worora,,,-15.666666666700001,124.666666667,1
Australia,Australia & Oceania,8,1152,1152,,yir,Yir Yoront,,,-14.833333333299999,141.83333333299998,1
Australia,Australia & Oceania,8,1162,1162,,bnu,Bularnu,,,-21.0,138.0,1
Australia,Australia & Oceania,8,1167,1167,,emm,Emmi,,,-13.5,130.0,1
Australia,Australia & Oceania,8,1193,1193,,ngj,Ngadjumaja,,,-32.3333333333,123.833333333,1
Australia,Australia & Oceania,8,1206,1206,,wdo,Western Desert (Ooldea),,,-30.5,132.0,1
Australia,Australia & Oceania,8,1207,1207,,wir,Wirangu,,,-32.0,134.0,1
Australia,Australia & Oceania,8,1212,1212,,bac,Bachamal,,,-13.166666666700001,130.16666666700002,1
Australia,Australia & Oceania,8,1215,1215,,brd,Bardi,,,-16.5833333333,122.916666667,1
Australia,Australia & Oceania,8,1266,1266,,pun,Pungupungu,,,-13.5,130.41666666700002,1
Australia,Australia & Oceania,8,1303,1303,,djn,Djinang,,,-12.333333333299999,134.83333333299998,1
Australia,Australia & Oceania,8,1319,1319,,ngg,Ngan'gityemerri,,,-14.25,130.41666666700002,1
Australia,Australia & Oceania,8,1320,1320,,ngw,Ngawun,,,-19.0,141.5,1
Australia,Australia & Oceania,8,1323,1323,,nyn,Nyigina,,,-18.0,124.333333333,1
Australia,Australia & Oceania,8,1334,1334,,wth,Wathawurrung,,,-38.0,144.0,1
Australia,Australia & Oceania,8,1340,1340,,adn,Adynyamathanha,,,-30.5,139.5,1
Australia,Australia & Oceania,8,1341,1341,,ann,Anindilyakwa,,,-14.0,136.5,1
Australia,Australia & Oceania,8,1344,1344,,byu,Bandjalang (Yugumbir),,,-27.9166666667,153.0,1
Australia,Australia & Oceania,8,1352,1352,,gaa,Gaagudju,,,-12.583333333299999,132.83333333299998,1
Australia,Australia & Oceania,8,1367,1367,,nya,Nyawaygi,,,-19.0,146.16666666700002,1
Australia,Australia & Oceania,8,1378,1378,,ywr,Yawuru,,,-18.0,122.5,1
Australia,Australia & Oceania,8,1385,1385,,bnb,Bunuba,,,-17.75,125.75,1
Australia,Australia & Oceania,8,1392,1392,,gnn,Gunin,,,-14.25,126.666666667,1
Australia,Australia & Oceania,8,1393,1393,,grg,Gurr-goni,,,-12.25,134.41666666700002,1
Australia,Australia & Oceania,8,1397,1397,,kly,Kala Lagaw Ya,,,-10.116666666699999,142.116666667,1
Australia,Australia & Oceania,8,1402,1402,,kuu,Kuuku Ya'u,,,-12.583333333299999,143.08333333299998,1
Australia,Australia & Oceania,8,1414,1414,,nkb,Ngalkbun,,,-13.5,134.83333333299998,1
Australia,Australia & Oceania,8,1433,1433,,wan,Wangkumara,,,-27.3333333333,143.0,1
Australia,Australia & Oceania,8,1439,1439,,awe,Arrernte (Western),,,-24.0,132.5,1
Australia,Australia & Oceania,8,1448,1448,,dhr,Dhargari,,,-23.75,114.916666667,1
Australia,Australia & Oceania,8,1450,1450,,dja,Djabugay,,,-16.75,145.58333333299998,1
Australia,Australia & Oceania,8,1455,1455,,ggu,Gureng Gureng,,,-25.25,151.0,1
Australia,Australia & Oceania,8,1467,1467,,mrh,Marrithiyel,,,-13.833333333299999,130.0,1
Australia,Australia & Oceania,8,1503,1503,,djm,Djambarrpuyngu,,,-12.166666666700001,135.5,1
Australia,Australia & Oceania,8,1506,1506,,gnb,Gunbalang,,,-12.0,134.0,1
Australia,Australia & Oceania,8,1507,1507,,iwa,Iwaidja,,,-11.5,132.66666666700002,1
Australia,Australia & Oceania,8,1513,1513,,lml,Limilngan,,,-12.5,131.91666666700002,1
Australia,Australia & Oceania,8,1518,1518,,mer,Meryam Mir,,,-9.916666666669999,144.08333333299998,1
Australia,Australia & Oceania,8,1533,1533,,thy,Kuuk Thaayorre,,,-14.583333333299999,141.83333333299998,1
Australia,Australia & Oceania,8,1594,1594,,gug,Gugada,,,-30.0,134.0,1
Australia,Australia & Oceania,8,1611,1611,,mbb,Mbabaram,,,-17.1666666667,145.0,1
Australia,Australia & Oceania,8,1628,1628,,wrw,Warrwa,,,-17.5,123.5,1
Australia,Australia & Oceania,8,1638,1638,,gid,Gidabal,,,-28.4166666667,152.41666666700002,1
Australia,Australia & Oceania,8,1651,1651,,mdm,Madimadi,,,-34.5,143.5,1
Australia,Australia & Oceania,8,1658,1658,,ngn,Ngandi,,,-13.833333333299999,135.0,1
Australia,Australia & Oceania,8,1670,1670,,agt,Anguthimri,,,-12.333333333299999,141.83333333299998,1
Australia,Australia & Oceania,8,1671,1671,,bdm,Badimaya,,,-27.6666666667,118.0,1
Australia,Australia & Oceania,8,1684,1684,,jam,Jaminjung,,,-15.083333333299999,130.5,1
Australia,Australia & Oceania,8,1691,1691,,lar,Laragia,,,-12.666666666700001,130.83333333299998,1
Australia,Australia & Oceania,8,1699,1699,,nha,Nhanda,,,-27.0,114.166666667,1
Australia,Australia & Oceania,8,1703,1703,,rit,Ritharngu,,,-12.833333333299999,135.5,1
Australia,Australia & Oceania,8,1729,1729,,mrw,Muruwari,,,-28.75,147.0,1
Australia,Australia & Oceania,8,1743,1743,,wrn,Warndarang,,,-14.416666666700001,135.58333333299998,1
Australia,Australia & Oceania,8,1749,1749,,bii,Biri,,,-20.5,146.5,1
Australia,Australia & Oceania,8,1771,1771,,ntj,Ngaanyatjarra,,,-26.0,126.5,1
Australia,Australia & Oceania,8,1784,1784,,yng,Yingkarta,,,-25.1666666667,114.833333333,1
Australia,Australia & Oceania,8,1839,1839,,mny,Margany,,,-27.0,144.5,1
Australia,Australia & Oceania,8,1854,1854,,wat,Watjarri,,,-26.0,117.5,1
Australia,Australia & Oceania,8,1857,1857,,yny,Yanyuwa,,,-16.4166666667,137.16666666700002,1
Australia,Australia & Oceania,8,1860,1860,,abn,Arabana,,,-28.25,136.25,1
Australia,Australia & Oceania,8,1861,1861,,bnj,Bandjalang,,,-28.75,153.0,1
Australia,Australia & Oceania,8,1878,1878,,ndj,Ndjébbana,,,-12.166666666700001,134.116666667,1
Australia,Australia & Oceania,8,1879,1879,,nyu,Nyulnyul,,,-17.0,122.833333333,1
Australia,Australia & Oceania,8,1910,1910,,pkn,Paakantyi,,,-32.5,142.5,1
Australia,Australia & Oceania,8,1911,1911,,pny,Panyjima,,,-22.8333333333,118.416666667,1
Australia,Australia & Oceania,8,1923,1923,,bua,Burarra,,,-12.25,134.58333333299998,1
Australia,Australia & Oceania,8,1934,1934,,knc,Kugu Nganhcara,,,-14.416666666700001,142.0,1
Australia,Australia & Oceania,8,1936,1936,,mra,Mara,,,-15.0,135.16666666700002,1
Australia,Australia & Oceania,8,1939,1939,,ngk,Ngankikurungkurr,,,-14.0,130.5,1
Australia,Australia & Oceania,8,1970,1970,,wry,Waray (in Australia),,,-13.166666666700001,131.25,1
Australia,Australia & Oceania,8,1971,1971,,wrg,Warrgamay,,,-18.5833333333,146.08333333299998,1
Australia,Australia & Oceania,8,1972,1972,,wmu,Wik Munkan,,,-13.916666666700001,141.75,1
Australia,Australia & Oceania,8,1973,1973,,yin,Yindjibarndi,,,-21.75,117.916666667,1
Australia,Australia & Oceania,8,1989,1989,,wem,Wembawemba,,,-35.3333333333,144.0,1
Australia,Australia & Oceania,8,2014,2014,,yuw,Yuwaalaraay,,,-29.5,148.0,1
Australia,Australia & Oceania,8,2021,2021,,djr,Djaru,,,-18.75,128.0,1
Australia,Australia & Oceania,8,2059,2059,,dji,Djingili,,,-17.75,134.0,1
Australia,Australia & Oceania,8,2082,2082,,ppi,Pitta Pitta,,,-22.8333333333,140.0,1
Australia,Australia & Oceania,8,2109,2109,,wrl,Warlpiri,,,-20.0,132.33333333299998,1
Australia,Australia & Oceania,8,2110,2110,,gum,Gumbaynggir,,,-30.1666666667,152.5,1
Australia,Australia & Oceania,8,2122,2122,,aly,Alyawarra,,,-22.5,135.0,1
Australia,Australia & Oceania,8,2157,2157,,mpa,Murrinh-Patha,,,-14.666666666700001,129.66666666700002,1
Australia,Australia & Oceania,8,2162,2162,,yuk,Yukulta,,,-17.3333333333,138.83333333299998,1
Australia,Australia & Oceania,8,2164,2164,,kya,Kuku-Yalanji,,,-16.0,145.0,1
Australia,Australia & Oceania,8,2169,2169,,alw,Alawa,,,-15.166666666700001,134.25,1
Australia,Australia & Oceania,8,2172,2172,,bbw,Bininj Gun-Wok,,,-12.5,133.75,1
Australia,Australia & Oceania,8,2174,2174,,grr,Garrwa,,,-17.0833333333,137.16666666700002,1
Australia,Australia & Oceania,8,2175,2175,,kgu,Kalkatungu,,,-21.0,139.5,1
Australia,Australia & Oceania,8,2213,2213,,uhi,Uradhi,,,-11.916666666700001,142.41666666700002,1
Australia,Australia & Oceania,8,2237,2237,,guu,Guugu Yimidhirr,,,-15.0,144.83333333299998,1
Australia,Australia & Oceania,8,2248,2248,,djp,Djapu,,,-12.666666666700001,136.0,1
Australia,Australia & Oceania,8,2267,2267,,mlk,Malakmalak,,,-13.416666666700001,130.41666666700002,1
Australia,Australia & Oceania,8,2271,2271,,ngl,Ngalakan,,,-14.25,134.0,1
Australia,Australia & Oceania,8,2326,2326,,amp,Arrernte (Mparntwe),,,-24.0,136.0,1
Australia,Australia & Oceania,8,2328,2328,,diy,Diyari,,,-28.0,139.0,1
Australia,Australia & Oceania,8,2349,2349,,dyi,Dyirbal,,,-17.8333333333,145.58333333299998,1
Australia,Australia & Oceania,8,2373,2373,,wam,Wambaya,,,-18.6666666667,135.75,1
Australia,Australia & Oceania,8,2383,2383,,mku,Maranungku,,,-13.666666666700001,130.0,1
Australia,Australia & Oceania,8,2386,2386,,pit,Pitjantjatjara,,,-26.0,130.0,1
Australia,Australia & Oceania,8,2395,2395,,wrd,Wardaman,,,-15.5,131.0,1
Australia,Australia & Oceania,8,2400,2400,,ung,Ungarinjin,,,-16.3333333333,126.0,1
Australia,Australia & Oceania,8,2434,2434,,yid,Yidiny,,,-17.0,145.75,1
Australia,Australia & Oceania,8,2452,2452,,nug,Nunggubuyu,,,-13.75,135.66666666700002,1
Australia,Australia & Oceania,8,2465,2465,,mau,Maung,,,-11.916666666700001,133.5,1
Australia,Australia & Oceania,8,2481,2481,,goo,Gooniyandi,,,-18.3333333333,126.333333333,1
Australia,Australia & Oceania,8,2489,2489,,mrt,Martuthunira,,,-20.8333333333,116.5,1
Australia,Australia & Oceania,8,2495,2495,,ngi,Ngiyambaa,,,-31.75,145.5,1
Australia,Australia & Oceania,8,2498,2498,,myi,Mangarrayi,,,-14.666666666700001,133.5,1
Australia,Australia & Oceania,8,2499,2499,,tiw,Tiwi,,,-11.5,131.0,1
Australia,Australia & Oceania,8,2501,2501,,kay,Kayardild,,,-17.05,139.5,1
Australia,Australia & Oceania,8,2558,2558,,bly,Balyku,,,-22.0,120.0,1
Australia,Australia & Oceania,8,2559,2559,,bxj,Bayungu,,,-23.0,114.0,1
Australia,Australia & Oceania,8,2560,2560,,dhl,Dhalandji,,,-22.08,115.0,1
Australia,Australia & Oceania,8,2561,2561,,ggd,Gugadj,,,-18.5,140.5,1
Australia,Australia & Oceania,8,2562,2562,,guf,Gupapuyngu,,,-12.0,136.0,1
Australia,Australia & Oceania,8,2563,2563,,vka,Kariera,,,-20.5,118.5,1
Australia,Australia & Oceania,8,2564,2564,,kyt,Kaytej,,,-21.0,134.0,1
Australia,Australia & Oceania,8,2565,2565,,lnj,Linngithig,,,-12.5,142.83,1
Australia,Australia & Oceania,8,2566,2566,,mrj,Mirniny,,,-31.0,129.0,1
Australia,Australia & Oceania,8,2567,2567,,nlr,Ngarla,,,-20.0,119.0,1
Australia,Australia & Oceania,8,2568,2568,,nly,Nyamal,,,-21.0,119.0,1
Australia,Australia & Oceania,8,2569,2569,,ump,Umpila,,,-13.5,143.5,1
Australia,Australia & Oceania,8,2570,2570,,wkw,Wagawaga,,,-26.5,152.5,1
Australia,Australia & Oceania,8,2571,2571,,wgg,Wangkangurru,,,-27.0,137.0,1
Australia,Australia & Oceania,8,2572,2572,,wbt,Wanman,,,-22.0,123.0,1
Australia,Australia & Oceania,8,2573,2573,,wru,Warumungu,,,-19.5,134.5,1
Australia,Australia & Oceania,8,2574,2574,,ylr,Yalarnnga,,,-22.0,140.0,1
Australia,Australia & Oceania,8,2658,2658,,inn,Innamincka,,,-27.75,140.75,1
Austria,Europe,9,69,69,,gba,German (Bavarian),,,49.0,11.5,1
Austria,Europe,9,79,79,,gau,German (Upper Austrian),,,47.0,14.0,1
Austria,Europe,9,80,80,,gvi,German (Viennese),,,48.1666666667,16.3333333333,1
Austria,Europe,9,207,207,,rbg,Romani (Burgenland),,,47.5,16.5,1
Austria,Europe,9,2539,2539,,ger,German,,,52.0,10.0,1
Azerbaijan,Asia,10,142,142,,krz,Kryz,,,41.0833333333,48.0,1
Azerbaijan,Asia,10,456,456,,taz,Talysh (Azerbaijan),,,38.75,48.6666666667,1
Azerbaijan,Asia,10,462,462,,tmu,Tat (Muslim),,,41.25,48.75,1
Azerbaijan,Asia,10,785,785,,bdk,Budukh,,,41.1666666667,48.4166666667,1
Azerbaijan,Asia,10,1078,1078,,khi,Khinalug,,,41.1666666667,48.0833333333,1
Azerbaijan,Asia,10,1205,1205,,tsa,Tsakhur,,,41.6666666667,47.1666666667,1
Azerbaijan,Asia,10,1576,1576,,udi,Udi,,,41.0,48.0,1
Azerbaijan,Asia,10,2009,2009,,rut,Rutul,,,41.5,47.4166666667,1
Azerbaijan,Asia,10,2144,2144,,aze,Azerbaijani,,,40.5,48.5,1
Azerbaijan,Asia,10,2275,2275,,ava,Avar,,,42.5,46.5,1
Azerbaijan,Asia,10,2541,2541,,lez,Lezgian,,,41.6666666667,47.8333333333,1
Bahrain,Asia,11,12,12,,abh,Arabic (Bahrain),,,26.0,50.5,1
Bahrain,Asia,11,1584,1584,,ams,Arabic (Modern Standard),,,25.0,42.0,1
Bahrain,Asia,11,2258,2258,,arg,Arabic (Gulf),,,26.0,49.0,1
Bangladesh,Asia,12,14,14,,akm,Arakanese (Marma),,,21.5,92.5,1
Bangladesh,Asia,12,104,104,,hyo,Hyow,,,22.0833333333,92.4166666667,1
Bangladesh,Asia,12,285,285,,bec,Bengali (Chittagong),,,22.3333333333,91.8333333333,1
Bangladesh,Asia,12,2139,2139,,miz,Mizo,,,23.1666666667,92.8333333333,1
Bangladesh,Asia,12,2147,2147,,ben,Bengali,,,24.0,90.0,1
Bangladesh,Asia,12,2393,2393,,baw,Bawm,,,22.5,92.25,1
Belarus,Europe,13,490,490,,ydd,Yiddish,,,52.0,23.0,1
Belarus,Europe,13,1747,1747,,blr,Belorussian,,,54.0,28.0,1
Belgium,Europe,14,54,54,,dbr,Dutch (Brabantic),,,50.75,4.5,1
Belgium,Europe,14,55,55,,dli,Dutch (Limburg),,,51.0,5.5,1
Belgium,Europe,14,56,56,,duz,Dutch (Zeeuws),,,51.5,3.75,1
Belgium,Europe,14,75,75,,grp,German (Ripuarian),,,51.0,7.0,1
Belgium,Europe,14,483,483,,vla,Vlaamse Gebarentaal,,,51.0,4.0,1
Belize,North America,15,173,173,,mce,Mískito Coast English Creole,,,16.25,-88.8333333333,1
Belize,North America,15,820,820,,mop,Mopan,,,16.5833333333,-88.6666666667,1
Belize,North America,15,1995,1995,,grf,Garífuna,,,15.666666666700001,-88.0,2
Benin,Africa,16,248,248,,wmn,Wéménugbé,,,6.666666666669999,2.5,1
Benin,Africa,16,414,414,,ntn,Nateni,,,10.5,1.16666666667,1
Benin,Africa,16,500,500,,anu,Anufo,,,10.0833333333,0.25,1
Benin,Africa,16,917,917,,bok,Boko,,,10.5,3.5,1
Benin,Africa,16,955,955,,tem,Tem,,,8.666666666669999,0.5,1
Benin,Africa,16,1160,1160,,brb,Bariba,,,10.0,2.5,1
Benin,Africa,16,1305,1305,,fon,Fongbe,,,6.416666666669999,2.16666666667,1
Benin,Africa,16,2503,2503,,yor,Yoruba,,,8.0,4.33333333333,1
Benin,Africa,16,2583,2583,,wwa,Waama,,,10.5833333333,1.6666666666699999,1
Benin,Africa,16,2589,2589,,ajg,Ajagbe,,,7.0,1.75,1
Benin,Africa,16,2590,2590,,guw,Gungbe,,,6.5,2.5,1
Bhutan,Asia,17,1573,1573,,tgl,Tshangla,,,27.8333333333,92.1666666667,1
Bhutan,Asia,17,2277,2277,,lim,Limbu,,,27.1666666667,87.75,2
Bhutan,Asia,17,2371,2371,,lep,Lepcha,,,27.1666666667,88.5,1
Bolivia,South America,18,204,204,,qbo,Quechua (Bolivian),,,-20.0,-66.0,1
Bolivia,South America,18,259,259,,yrc,Yuracare,,,-16.5833333333,-65.25,1
Bolivia,South America,18,832,832,,puq,Puquina,,,-16.5,-68.5,1
Bolivia,South America,18,858,858,,atm,Atacameño,,,-23.0,-69.0,1
Bolivia,South America,18,868,868,,crt,Chorote,,,-22.5,-62.5,1
Bolivia,South America,18,921,921,,crg,Chiriguano,,,-23.6666666667,-64.3333333333,1
Bolivia,South America,18,1011,1011,,uru,Uru,,,-16.75,-69.0,1
Bolivia,South America,18,1222,1222,,cqt,Chiquitano,,,-17.5,-60.0,1
Bolivia,South America,18,1419,1419,,qco,Quechua (Cochabamba),,,-17.5,-66.0,1
Bolivia,South America,18,1500,1500,,cav,Cavineña,,,-13.333333333299999,-66.5,1
Bolivia,South America,18,1558,1558,,mov,Movima,,,-13.833333333299999,-65.6666666667,1
Bolivia,South America,18,1635,1635,,baq,Baure,,,-13.083333333299999,-64.1666666667,2
Bolivia,South America,18,1868,1868,,ign,Ignaciano,,,-15.166666666700001,-65.4166666667,2
Bolivia,South America,18,1895,1895,,ito,Itonama,,,-12.833333333299999,-64.3333333333,1
Bolivia,South America,18,1994,1994,,ese,Ese Ejja,,,-11.0,-66.0,1
Bolivia,South America,18,2066,2066,,mos,Mosetén,,,-14.75,-67.8333333333,1
Bolivia,South America,18,2123,2123,,cbo,Chácobo,,,-12.166666666700001,-66.75,1
Bolivia,South America,18,2210,2210,,srn,Sirionó,,,-15.583333333299999,-64.0,1
Bolivia,South America,18,2241,2241,,tac,Tacana,,,-13.5,-68.0,1
Bolivia,South America,18,2388,2388,,ana,Araona,,,-12.333333333299999,-67.75,1
Bolivia,South America,18,2389,2389,,cyv,Cayuvava,,,-13.5,-65.5,1
Bolivia,South America,18,2392,2392,,aym,Aymara (Central),,,-17.0,-69.0,1
Bolivia,South America,18,2469,2469,,wch,Wichí,,,-22.5,-62.5833333333,1
Bolivia,South America,18,2663,2663,,lec,Leko,,,-15.0,-67.9166666667,1
Bolivia,South America,18,2667,2667,,cpy,Chipaya,,,-18.75,-67.8333333333,1
